peak_index,mz,mass_resolution,snr,intensity,base_peak_ratio,fwhm
2850,974.4332,17966,13.6,416,0.3,0.0542
2851,974.5178,21046,6.3,191,0.2,0.0463
2852,974.5565,19715,5.4,166,0.1,0.0494
2853,974.6058,19200,6.9,209,0.2,0.0508
2854,975.4359,12185,10.6,325,0.3,0.0801
2855,975.6106,21874,5.3,163,0.1,0.0446
2856,976.4458,13649,10.3,315,0.3,0.0715
2857,976.577,24670,6.7,206,0.2,0.0396
2858,976.6241,25854,12.1,369,0.3,0.0378
2859,977.4493,17535,8.4,259,0.2,0.0557
2860,977.5583,17951,5.5,169,0.1,0.0545
2861,977.5854,32910,5.5,170,0.1,0.0297
2862,977.6286,23797,8.3,254,0.2,0.0411
2863,978.4583,25580,7.4,227,0.2,0.0383
2864,978.5145,19755,5.9,181,0.1,0.0495
2865,978.5717,12981,7.5,229,0.2,0.0754
2866,979.4669,21961,6.6,202,0.2,0.0446
2867,979.5114,17528,6.6,203,0.2,0.0559
2868,979.5713,25036,6,186,0.2,0.0391
2869,980.3869,19869,5.7,176,0.1,0.0493
2870,980.4211,19775,6.1,188,0.2,0.0496
2871,980.4652,21972,6.2,191,0.2,0.0446
2872,980.5228,20749,7.4,227,0.2,0.0473
2873,980.577,20017,6.1,189,0.2,0.049
2874,981.4689,32975,7.1,218,0.2,0.0298
2875,981.5317,14655,7,216,0.2,0.067
2876,982.4452,24744,6.6,205,0.2,0.0397
2877,982.5306,16473,9.6,298,0.2,0.0596
2878,983.4405,20193,6.3,195,0.2,0.0487
2879,983.4739,19805,6.4,200,0.2,0.0497
2880,983.5338,16419,8.3,257,0.2,0.0599
2881,984.4211,18283,5.9,183,0.1,0.0538
2882,984.4706,15901,8,250,0.2,0.0619
2883,984.5301,18466,7.7,241,0.2,0.0533
2884,984.8339,32853,9.9,309,0.3,0.03
2885,985.4265,18440,6.1,190,0.2,0.0534
2886,985.4692,19825,6.8,213,0.2,0.0497
2887,985.5042,49564,6.2,196,0.2,0.0199
2888,985.5326,16522,6.2,195,0.2,0.0597
2889,985.585,17840,6.9,216,0.2,0.0552
2890,986.3756,16412,4.8,152,0.1,0.0601
2891,986.4178,17620,6,190,0.2,0.056
2892,986.4671,16423,5.4,171,0.1,0.0601
2893,986.5035,22040,5.9,187,0.2,0.0448
2894,986.586,14669,5.1,161,0.1,0.0673
2895,987.3705,17196,5,159,0.1,0.0574
2896,987.423,12104,5.1,162,0.1,0.0816
2897,987.439,33075,5.5,174,0.1,0.0299
2898,987.4888,18042,6.1,194,0.2,0.0547
2899,987.5206,22051,5.6,178,0.1,0.0448
2900,987.5582,17219,6.2,196,0.2,0.0574
2901,988.4038,22061,5.8,183,0.1,0.0448
2902,988.4632,21372,5.7,182,0.1,0.0463
2903,988.5271,24820,5.2,166,0.1,0.0398
2904,988.562,18051,5.4,172,0.1,0.0548
2905,989.4301,33109,5.5,173,0.1,0.0299
2906,989.4876,22073,5.5,176,0.1,0.0448
2907,989.5145,14875,5.2,166,0.1,0.0665
2908,990.4035,17414,7.5,238,0.2,0.0569
2909,990.4969,18069,5.8,184,0.1,0.0548
2910,990.5957,19386,5,158,0.1,0.0511
2911,991.4065,15427,6.1,195,0.2,0.0643
2912,991.5021,23214,5.8,185,0.2,0.0427
2913,991.552,11245,4.7,150,0.1,0.0882
2914,991.5965,21463,4.2,135,0.1,0.0462
2915,992.4218,28422,6.3,203,0.2,0.0349
2916,992.5169,24870,5.4,174,0.1,0.0399
2917,992.5799,19897,5.2,165,0.1,0.0499
2918,993.4228,18096,5.6,179,0.1,0.0549
2919,993.4546,30276,6,191,0.2,0.0328
2920,993.5089,19906,5.8,184,0.2,0.0499
2921,993.5402,17463,6.1,195,0.2,0.0569
2922,994.3998,16596,5.8,185,0.2,0.0599
2923,994.4294,22128,5.9,190,0.2,0.0449
2924,994.4702,18948,5.9,188,0.2,0.0525
2925,994.5361,19585,6.3,203,0.2,0.0508
2926,995.4001,16742,5,162,0.1,0.0595
2927,995.4339,24907,5.5,178,0.1,0.04
2928,995.4779,19926,6.3,203,0.2,0.05
2929,995.4958,49815,6.2,200,0.2,0.02
2930,995.5483,17106,6,192,0.2,0.0582
2931,996.3612,13253,4.3,138,0.1,0.0752
2932,996.4176,12897,7.5,244,0.2,0.0773
2933,996.4727,21567,6.6,215,0.2,0.0462
2934,996.5222,18355,9.2,298,0.2,0.0543
2935,997.4176,13289,6.5,212,0.2,0.0751
2936,997.4816,10512,5.9,192,0.2,0.0949
2937,997.5229,16622,7.5,244,0.2,0.06
2938,998.4281,13956,7.4,242,0.2,0.0715
2939,998.5217,18142,7,228,0.2,0.055
2940,999.4319,13975,6.7,220,0.2,0.0715
2941,999.482,17941,5.6,185,0.2,0.0557
2942,999.5189,28523,5.9,193,0.2,0.035
2943,999.5473,18994,6.1,201,0.2,0.0526
2944,999.5996,18563,5.2,169,0.1,0.0538
2945,1000.4382,19975,6.1,201,0.2,0.0501
2946,1000.5082,18160,5.7,185,0.2,0.0551
2947,1000.6041,18161,4,132,0.1,0.0551
2948,1001.4376,24982,5.5,182,0.1,0.0401
2949,1001.4732,49964,5.4,176,0.1,0.02
2950,1001.5051,15045,5.1,166,0.1,0.0666
2951,1001.5438,22207,4.7,154,0.1,0.0451
2952,1002.3999,49987,4.8,158,0.1,0.0201
2953,1002.4417,19822,5.8,193,0.2,0.0506
2954,1002.4763,18253,6,197,0.2,0.0549
2955,1003.439,16491,5.8,190,0.2,0.0608
2956,1003.482,18706,5.8,191,0.2,0.0536
2957,1003.5192,25008,5.2,172,0.1,0.0401
2958,1003.5561,19950,5.5,183,0.1,0.0503
2959,1004.4576,12510,5.6,185,0.2,0.0803
2960,1004.5223,22240,5,165,0.1,0.0452
2961,1004.5612,20195,5.1,170,0.1,0.0497
2962,1005.4492,25032,5.4,180,0.1,0.0402
2963,1005.4918,16688,5.6,186,0.2,0.0603
2964,1006.4023,15494,4.7,158,0.1,0.065
2965,1006.4613,20035,5,166,0.1,0.0502
2966,1006.4878,22262,5.3,178,0.1,0.0452
2967,1006.526,33393,4.8,161,0.1,0.0301
2968,1007.4189,15688,5,166,0.1,0.0642
2969,1007.4698,16705,5.3,178,0.1,0.0603
2970,1007.5061,20046,5.1,169,0.1,0.0503
2971,1007.5482,11792,4.8,159,0.1,0.0854
2972,1008.374,12947,6.1,203,0.2,0.0779
2973,1008.4239,31985,5.1,171,0.1,0.0315
2974,1008.4775,23303,5.6,186,0.2,0.0433
2975,1008.5369,20056,5.1,170,0.1,0.0503
2976,1009.3794,16720,5,168,0.1,0.0604
2977,1009.4856,31272,5.6,188,0.2,0.0323
2978,1010.3809,12994,5.8,197,0.2,0.0778
2979,1010.434,33458,5.2,176,0.1,0.0302
2980,1010.4877,16730,5.5,187,0.2,0.0604
2981,1010.5029,200756,5.9,199,0.2,0.005
2982,1010.5082,66919,5.8,197,0.2,0.0151
2983,1010.5368,33460,5.9,198,0.2,0.0302
2984,1011.3916,18259,5,170,0.1,0.0554
2985,1011.4445,20085,5.2,176,0.1,0.0504
2986,1011.4915,22317,5.5,186,0.2,0.0453
2987,1011.5278,24561,5.7,195,0.2,0.0412
2988,1012.392,10332,6,203,0.2,0.098
2989,1012.5006,14779,10.9,371,0.3,0.0685
2990,1013.3919,16169,5,171,0.1,0.0627
2991,1013.5009,16754,8.3,283,0.2,0.0605
2992,1013.577,20307,5.3,182,0.1,0.0499
2993,1013.6168,18331,4.6,157,0.1,0.0553
2994,1014.3963,13410,5.5,187,0.2,0.0756
2995,1014.4634,33525,5.1,176,0.1,0.0303
2996,1014.508,18287,6.1,209,0.2,0.0555
2997,1014.5817,23948,4.2,142,0.1,0.0424
2998,1015.4026,13416,5.1,177,0.1,0.0757
2999,1015.4716,18295,5.2,179,0.1,0.0555
3000,1015.5143,25157,5.3,183,0.1,0.0404
3001,1015.5492,15727,5.1,176,0.1,0.0646
3002,1016.402,25168,4.9,168,0.1,0.0404
3003,1016.4453,18304,5.2,180,0.1,0.0555
3004,1016.4854,20135,5.3,183,0.1,0.0505
3005,1017.4136,16787,4.7,164,0.1,0.0606
3006,1017.4544,19406,5.3,183,0.1,0.0524
3007,1017.4904,15496,5.1,177,0.1,0.0657
3008,1017.5767,33797,25.7,891,0.7,0.0301
3009,1018.4022,15881,5.2,181,0.1,0.0641
3010,1018.4744,18423,4.8,165,0.1,0.0553
3011,1018.5806,30549,15,520,0.4,0.0333
3012,1019.4005,20164,4.9,172,0.1,0.0506
3013,1019.4308,25205,4.9,170,0.1,0.0404
3014,1019.4706,25206,5.4,187,0.2,0.0404
3015,1019.5095,20165,4.9,170,0.1,0.0506
3016,1019.5817,18143,7,244,0.2,0.0562
3017,1020.4115,15697,5.6,194,0.2,0.065
3018,1020.4832,20862,5,175,0.1,0.0489
3019,1020.5809,30092,4.7,164,0.1,0.0339
3020,1021.416,20869,5.3,187,0.2,0.0489
3021,1021.4918,16820,5.1,180,0.1,0.0607
3022,1021.5289,15600,4.4,154,0.1,0.0655
3023,1021.5783,14324,4.7,163,0.1,0.0713
3024,1022.4261,18358,5.1,178,0.1,0.0557
3025,1022.4696,20194,4.9,172,0.1,0.0506
3026,1022.5799,11472,3.7,130,0.1,0.0891
3027,1023.4434,20341,4.8,168,0.1,0.0503
3028,1023.5002,25403,5.3,187,0.2,0.0403
3029,1023.552,18368,4.3,152,0.1,0.0557
3030,1023.599,20196,4.4,155,0.1,0.0507
3031,1024.3767,22459,3.6,128,0.1,0.0456
3032,1024.4532,20214,5.2,184,0.1,0.0507
3033,1024.496,20214,5.3,187,0.2,0.0507
3034,1024.5418,25268,4.9,173,0.1,0.0405
3035,1024.6084,20298,3.5,125,0.1,0.0505
3036,1025.4607,18385,4.8,172,0.1,0.0558
3037,1025.5104,25280,5.2,186,0.2,0.0406
3038,1025.5472,18548,5.1,182,0.1,0.0553
3039,1025.6165,19082,3.8,136,0.1,0.0537
3040,1026.4777,20234,5.5,196,0.2,0.0507
3041,1026.5168,14669,5.9,210,0.2,0.07
3042,1027.4202,33738,4.3,154,0.1,0.0305
3043,1027.501,50609,5.7,204,0.2,0.0203
3044,1027.5966,17005,5.5,199,0.2,0.0604
3045,1028.3946,25316,3.9,139,0.1,0.0406
3046,1028.4748,14467,5.4,197,0.2,0.0711
3047,1028.5964,20495,4.4,158,0.1,0.0502
3048,1028.6323,21174,3.5,127,0.1,0.0486
3049,1029.3719,33770,3.5,125,0.1,0.0305
3050,1029.4868,22636,5.2,189,0.2,0.0455
3051,1029.5741,20264,4.3,155,0.1,0.0508
3052,1029.605,14858,3.9,142,0.1,0.0693
3053,1029.6478,21628,3.7,136,0.1,0.0476
3054,1030.3585,14449,4.5,162,0.1,0.0713
3055,1030.429,20689,4.2,154,0.1,0.0498
3056,1030.4735,13015,5.2,190,0.2,0.0792
3057,1030.5062,19627,5.9,216,0.2,0.0525
3058,1031.3625,17072,4.2,154,0.1,0.0604
3059,1031.4744,18439,5,183,0.1,0.0559
3060,1031.5144,20283,4.7,172,0.1,0.0509
3061,1031.5926,29617,16.9,616,0.5,0.0348
3062,1032.3677,15497,5.1,187,0.2,0.0666
3063,1032.4752,33821,4.7,172,0.1,0.0305
3064,1032.5958,26076,10.7,393,0.3,0.0396
3065,1033.371,13534,4.2,153,0.1,0.0764
3066,1033.4457,15880,4.3,157,0.1,0.0651
3067,1033.4786,22558,4.8,176,0.1,0.0458
3068,1033.5906,11357,5.6,206,0.2,0.091
3069,1034.3707,18552,5.1,188,0.2,0.0558
3070,1034.4166,25390,4.3,159,0.1,0.0407
3071,1034.4513,22569,4.4,163,0.1,0.0458
3072,1034.4917,20631,4.9,182,0.1,0.0501
3073,1034.5784,20433,4.3,157,0.1,0.0506
3074,1035.3777,23252,4.1,153,0.1,0.0445
3075,1035.4326,21039,4.4,164,0.1,0.0492
3076,1035.4702,22580,4.6,170,0.1,0.0459
3077,1035.5003,18475,4.8,179,0.1,0.056
3078,1035.5515,22581,4.4,164,0.1,0.0459
3079,1035.5931,19028,4.5,166,0.1,0.0544
3080,1036.3813,12709,4.6,169,0.1,0.0815
3081,1036.4515,16943,4.6,169,0.1,0.0612
3082,1036.5008,16944,4.3,157,0.1,0.0612
3083,1036.6047,18485,3.4,125,0.1,0.0561
3084,1037.3864,16951,4.4,165,0.1,0.0612
3085,1037.443,15647,4.2,155,0.1,0.0663
3086,1037.4835,17378,4.3,162,0.1,0.0597
3087,1037.5145,18386,5,184,0.2,0.0564
3088,1038.4086,19990,4,147,0.1,0.0519
3089,1038.4687,50879,4.7,177,0.1,0.0204
3090,1038.4895,33919,4.7,175,0.1,0.0306
3091,1038.5181,20352,4.7,175,0.1,0.051
3092,1038.5662,16532,4.4,165,0.1,0.0628
3093,1039.4709,33935,4.7,178,0.1,0.0306
3094,1039.5095,22624,4.7,177,0.1,0.0459
3095,1039.538,29530,5,188,0.2,0.0352
3096,1040.454,33952,4.4,166,0.1,0.0306
3097,1040.4876,20371,4.8,180,0.1,0.0511
3098,1040.5312,17508,5.9,221,0.2,0.0594
3099,1041.4753,16984,4.7,179,0.1,0.0613
3100,1041.5149,33969,4.8,182,0.1,0.0307
3101,1041.5405,16058,5,190,0.2,0.0649
3102,1041.6159,33970,3.9,148,0.1,0.0307
3103,1041.6506,18424,4.3,163,0.1,0.0565
3104,1042.406,17386,3.9,147,0.1,0.06
3105,1042.4577,20842,4.5,172,0.1,0.05
3106,1042.4947,18835,5,189,0.2,0.0553
3107,1042.5332,25489,4.5,170,0.1,0.0409
3108,1042.6137,24813,3.4,130,0.1,0.042
3109,1042.6531,17583,3.7,140,0.1,0.0593
3110,1043.4017,25500,3.8,147,0.1,0.0409
3111,1043.4773,25501,4.7,182,0.1,0.0409
3112,1043.5013,68002,4.5,172,0.1,0.0153
3113,1043.5941,19303,6.8,262,0.2,0.0541
3114,1043.6654,23156,3.9,151,0.1,0.0451
3115,1044.4974,20411,4.6,177,0.1,0.0512
3116,1044.5951,18846,4.7,180,0.1,0.0554
3117,1045.4434,20645,4.4,169,0.1,0.0506
3118,1045.4861,21255,4.7,184,0.1,0.0492
3119,1045.5225,34034,4.3,166,0.1,0.0307
3120,1045.6082,35476,118.2,4573,3.7,0.0295
3121,1046.3425,12768,3.3,128,0.1,0.082
3122,1046.4371,18210,3.9,153,0.1,0.0575
3123,1046.4883,34050,4.5,177,0.1,0.0307
3124,1046.5511,34051,3.9,153,0.1,0.0307
3125,1046.6118,34851,63.2,2453,2,0.03
3126,1047.3704,22710,3.4,133,0.1,0.0461
3127,1047.4576,22710,4.5,176,0.1,0.0461
3128,1047.4917,20440,4.5,174,0.1,0.0512
3129,1047.5289,34067,4.1,161,0.1,0.0307
3130,1047.6142,30897,22.9,894,0.7,0.0339
3131,1048.3429,17040,3.3,128,0.1,0.0615
3132,1048.453,19506,4.6,180,0.1,0.0538
3133,1048.5053,14978,3.8,149,0.1,0.07
3134,1048.5425,25562,3.8,147,0.1,0.041
3135,1048.6176,18264,7.6,296,0.2,0.0574
3136,1049.448,10242,4.3,168,0.1,0.1025
3137,1049.4949,21036,4.2,165,0.1,0.0499
3138,1049.5746,18008,3.8,150,0.1,0.0583
3139,1049.6154,15819,5,197,0.2,0.0664
3140,1050.3574,18607,3.2,125,0.1,0.0564
3141,1050.452,20469,4.2,164,0.1,0.0513
3142,1050.4845,18608,4.2,167,0.1,0.0565
3143,1050.5213,25586,3.9,155,0.1,0.0411
3144,1050.5659,21171,3.7,147,0.1,0.0496
3145,1050.6151,17058,3.7,144,0.1,0.0616
3146,1051.4665,18617,4.4,174,0.1,0.0565
3147,1051.5094,22754,4,160,0.1,0.0462
3148,1051.5339,26019,4.3,170,0.1,0.0404
3149,1051.5807,18618,4,157,0.1,0.0565
3150,1051.6344,18812,5.1,202,0.2,0.0559
3151,1052.4667,10186,3.9,154,0.1,0.1033
3152,1052.4953,25611,4.3,170,0.1,0.0411
3153,1052.5349,18310,4.2,166,0.1,0.0575
3154,1052.586,25612,3.6,145,0.1,0.0411
3155,1052.6379,17619,4,159,0.1,0.0597
3156,1053.4813,20639,4.6,184,0.2,0.051
3157,1053.5547,13592,4.6,186,0.2,0.0775
3158,1053.6099,17449,4.9,198,0.2,0.0604
3159,1054.352,13891,4,162,0.1,0.0759
3160,1054.4818,12589,4.1,164,0.1,0.0838
3161,1054.5054,24055,4.1,167,0.1,0.0438
3162,1054.5515,15990,5.1,206,0.2,0.066
3163,1054.5957,51272,3.8,153,0.1,0.0206
3164,1054.6681,17221,3.2,130,0.1,0.0612
3165,1055.3552,15887,3.6,145,0.1,0.0664
3166,1055.4629,22438,4.2,171,0.1,0.047
3167,1055.4982,18652,4.7,189,0.2,0.0566
3168,1055.5593,19221,4.3,175,0.1,0.0549
3169,1055.6244,22799,3.8,155,0.1,0.0463
3170,1055.6666,19915,5.2,212,0.2,0.053
3171,1056.3543,12850,3.5,141,0.1,0.0822
3172,1056.4598,10625,3.6,148,0.1,0.0994
3173,1056.4977,17106,4.2,169,0.1,0.0618
3174,1056.6692,15489,3.7,152,0.1,0.0682
3175,1057.3583,16922,3.1,128,0.1,0.0625
3176,1057.4384,20344,3.9,159,0.1,0.052
3177,1057.5001,34229,4.2,171,0.1,0.0309
3178,1057.5618,29340,3.8,154,0.1,0.036
3179,1057.6075,16364,5.1,209,0.2,0.0646
3180,1057.6782,21908,4,163,0.1,0.0483
3181,1058.3738,18678,3,123,0.1,0.0567
3182,1058.5053,25684,4.2,174,0.1,0.0412
3183,1058.5368,14722,3.6,148,0.1,0.0719
3184,1058.6138,19677,4,164,0.1,0.0538
3185,1059.3769,18687,3,125,0.1,0.0567
3186,1059.453,20556,3.9,162,0.1,0.0515
3187,1059.4961,21439,4.3,179,0.1,0.0494
3188,1059.535,25696,3.7,154,0.1,0.0412
3189,1059.6237,32562,25.2,1042,0.9,0.0325
3190,1060.4855,25708,4,167,0.1,0.0413
3191,1060.6271,29680,15.2,631,0.5,0.0357
3192,1061.4543,29393,4.3,177,0.1,0.0361
3193,1061.5122,14697,3.9,162,0.1,0.0722
3194,1061.6086,15837,10.4,433,0.4,0.067
3195,1062.4591,16261,3.6,150,0.1,0.0653
3196,1062.5091,19466,3.7,156,0.1,0.0546
3197,1062.6096,20828,6.5,272,0.2,0.051
3198,1062.67,22822,3.7,156,0.1,0.0466
3199,1063.4633,15569,4,167,0.1,0.0683
3200,1063.4949,25744,4,167,0.1,0.0413
3201,1063.5355,23065,3.6,152,0.1,0.0461
3202,1063.6246,17444,5.5,231,0.2,0.061
3203,1064.4875,15824,3.9,164,0.1,0.0673
3204,1064.5986,34343,3.4,144,0.1,0.031
3205,1064.6348,13569,3.6,153,0.1,0.0785
3206,1065.4809,18740,4.2,176,0.1,0.0569
3207,1065.519,20615,3.8,161,0.1,0.0517
3208,1065.5903,29451,4.1,172,0.1,0.0362
3209,1065.6484,21779,4.4,187,0.2,0.0489
3210,1066.4823,19691,3.9,164,0.1,0.0542
3211,1066.5138,20624,3.7,158,0.1,0.0517
3212,1066.5948,14732,3.5,148,0.1,0.0724
3213,1066.6546,14245,3.6,151,0.1,0.0749
3214,1067.4939,17195,4.2,181,0.1,0.0621
3215,1067.5396,51586,3.7,160,0.1,0.0207
3216,1067.5489,68781,3.7,159,0.1,0.0155
3217,1067.5942,22102,5,215,0.2,0.0483
3218,1067.664,20968,3.3,142,0.1,0.0509
3219,1068.4976,15880,3.6,155,0.1,0.0673
3220,1068.5422,23352,3.6,155,0.1,0.0458
3221,1068.5914,19093,3.9,168,0.1,0.056
3222,1069.4998,13621,4.1,179,0.1,0.0785
3223,1069.6126,17212,4.2,180,0.1,0.0621
3224,1069.677,16320,3.9,170,0.1,0.0655
3225,1070.5328,25829,4.1,179,0.1,0.0414
3226,1070.6136,17545,3.6,158,0.1,0.061
3227,1070.6803,23712,3.2,140,0.1,0.0452
3228,1071.4881,22529,4,176,0.1,0.0476
3229,1071.5241,20673,4,174,0.1,0.0518
3230,1071.6267,16083,6.3,275,0.2,0.0666
3231,1072.455,14773,3.2,141,0.1,0.0726
3232,1072.4846,25853,3.6,160,0.1,0.0415
3233,1072.521,20682,3.7,164,0.1,0.0519
3234,1072.632,13822,5,220,0.2,0.0776
3235,1073.4458,25864,3.6,160,0.1,0.0415
3236,1073.4858,22991,3.8,168,0.1,0.0467
3237,1073.5106,20692,3.6,160,0.1,0.0519
3238,1073.6399,31214,17.2,759,0.6,0.0344
3239,1074.4471,23001,3.2,142,0.1,0.0467
3240,1074.4759,25877,3.6,158,0.1,0.0415
3241,1074.5109,20702,3.7,162,0.1,0.0519
3242,1074.6427,28830,10.9,483,0.4,0.0373
3243,1075.4663,20711,3.8,170,0.1,0.0519
3244,1075.5116,20711,3.7,163,0.1,0.0519
3245,1075.6475,15924,6.3,280,0.2,0.0675
3246,1076.4672,20721,3.6,162,0.1,0.052
3247,1076.5052,20721,3.5,157,0.1,0.052
3248,1076.6521,9579,3.7,166,0.1,0.1124
3249,1077.4741,16135,3.7,167,0.1,0.0668
3250,1077.5054,34551,3.6,160,0.1,0.0312
3251,1077.5995,17505,4.8,213,0.2,0.0616
3252,1078.4917,51850,3.6,162,0.1,0.0208
3253,1078.6025,13915,3.5,155,0.1,0.0775
3254,1079.4247,20749,3.2,143,0.1,0.052
3255,1079.5012,23055,3.8,170,0.1,0.0468
3256,1079.5276,34583,3.9,175,0.1,0.0312
3257,1079.6004,13961,3.9,177,0.1,0.0773
3258,1079.6656,20024,4.3,193,0.2,0.0539
3259,1080.463,21671,3.4,153,0.1,0.0499
3260,1080.4994,23066,3.5,156,0.1,0.0468
3261,1080.5287,34599,3.5,159,0.1,0.0312
3262,1080.5997,25950,3.3,149,0.1,0.0416
3263,1080.6212,16423,3.3,150,0.1,0.0658
3264,1080.6778,18067,4.2,189,0.2,0.0598
3265,1081.5071,20769,4,181,0.1,0.0521
3266,1081.612,13298,5.2,239,0.2,0.0813
3267,1081.698,15222,4.5,203,0.2,0.0711
3268,1082.525,20905,3.6,165,0.1,0.0518
3269,1082.6149,17347,4.2,192,0.2,0.0624
3270,1082.7027,23330,5.6,258,0.2,0.0464
3271,1083.4661,29595,3.3,150,0.1,0.0366
3272,1083.523,13140,4.1,189,0.2,0.0825
3273,1083.6254,17799,4.7,217,0.2,0.0609
3274,1083.7004,22012,4.6,213,0.2,0.0492
3275,1084.4611,18907,3.4,155,0.1,0.0574
3276,1084.5232,23109,3.8,178,0.1,0.0469
3277,1084.5825,23109,3.3,152,0.1,0.0469
3278,1084.6267,17618,3.6,165,0.1,0.0616
3279,1084.6994,19409,3,137,0.1,0.0559
3280,1085.5128,20807,3.6,166,0.1,0.0522
3281,1085.5373,18916,3.5,160,0.1,0.0574
3282,1085.5911,23120,3.4,158,0.1,0.047
3283,1085.6443,12830,5.4,250,0.2,0.0846
3284,1086.467,17347,3.4,157,0.1,0.0626
3285,1086.5372,29964,3.7,173,0.1,0.0363
3286,1086.5858,20836,3.1,144,0.1,0.0521
3287,1086.6464,14880,4.1,192,0.2,0.073
3288,1087.4653,18933,3.3,154,0.1,0.0574
3289,1087.5094,52066,3.4,161,0.1,0.0209
3290,1087.5383,28408,3.4,157,0.1,0.0383
3291,1087.6555,22927,8.9,418,0.3,0.0474
3292,1088.4322,18941,2.8,130,0.1,0.0575
3293,1088.4769,52089,3.3,153,0.1,0.0209
3294,1088.5085,21744,3.4,158,0.1,0.0501
3295,1088.6592,19627,6.1,288,0.2,0.0555
3296,1089.4777,17648,3.7,176,0.1,0.0617
3297,1089.5513,208458,2.9,137,0.1,0.0052
3298,1089.5989,20847,3.4,161,0.1,0.0523
3299,1089.6639,22427,4.8,228,0.2,0.0486
3300,1090.4811,19215,3.4,160,0.1,0.0568
3301,1090.6013,20856,2.9,138,0.1,0.0523
3302,1090.6452,18960,3.3,155,0.1,0.0575
3303,1091.4882,16592,3.6,170,0.1,0.0658
3304,1091.5235,34775,3.3,157,0.1,0.0314
3305,1091.6136,19761,3.6,171,0.1,0.0552
3306,1091.6511,23185,4,189,0.2,0.0471
3307,1092.49,21222,3.3,157,0.1,0.0515
3308,1092.6124,26094,3.1,146,0.1,0.0419
3309,1092.6527,22805,3.1,147,0.1,0.0479
3310,1093.4955,34806,3.4,163,0.1,0.0314
3311,1093.5323,23205,3.4,161,0.1,0.0471
3312,1093.6141,18838,4.6,217,0.2,0.0581
3313,1093.6666,21020,5.9,280,0.2,0.052
3314,1094.4918,13058,3.2,153,0.1,0.0838
3315,1094.5539,34823,2.9,141,0.1,0.0314
3316,1094.6181,18995,3.7,178,0.1,0.0576
3317,1094.6707,16923,4.2,204,0.2,0.0647
3318,1095.5053,20931,3.5,167,0.1,0.0523
3319,1095.5296,52258,3.4,166,0.1,0.021
3320,1095.5446,52258,3.4,163,0.1,0.021
3321,1095.6268,18532,6.2,300,0.2,0.0591
3322,1095.7103,24159,2.8,134,0.1,0.0454
3323,1096.4673,19437,3.2,155,0.1,0.0564
3324,1096.5135,16498,3.2,153,0.1,0.0665
3325,1096.5759,34855,3.3,158,0.1,0.0315
3326,1096.6303,11773,4.4,211,0.2,0.0931
3327,1096.7173,20446,2.7,129,0.1,0.0536
3328,1097.4753,35551,3.3,159,0.1,0.0309
3329,1097.5443,18692,4.1,198,0.2,0.0587
3330,1097.6435,28274,11,535,0.4,0.0388
3331,1098.4497,34885,2.9,140,0.1,0.0315
3332,1098.4806,20931,3.2,159,0.1,0.0525
3333,1098.5462,29903,3.5,172,0.1,0.0367
3334,1098.6467,24793,7.2,352,0.3,0.0443
3335,1099.4889,19037,3.4,167,0.1,0.0578
3336,1099.5447,11124,3.5,173,0.1,0.0988
3337,1099.6579,25577,8.1,399,0.3,0.043
3338,1099.7103,20497,3.1,154,0.1,0.0537
3339,1100.4964,20951,3.3,162,0.1,0.0525
3340,1100.5511,20817,3.1,151,0.1,0.0529
3341,1100.6628,20412,5.1,253,0.2,0.0539
3342,1101.5194,12501,4.6,227,0.2,0.0881
3343,1101.6737,24315,6.7,335,0.3,0.0453
3344,1102.4794,34949,3,150,0.1,0.0315
3345,1102.5262,15144,4.1,204,0.2,0.0728
3346,1102.5961,26213,2.8,141,0.1,0.0421
3347,1102.6778,23099,4.2,210,0.2,0.0477
3348,1103.526,15393,4,200,0.2,0.0717
3349,1103.572,26225,3.4,169,0.1,0.0421
3350,1103.6898,28306,8.5,427,0.3,0.039
3351,1104.5075,34981,3.1,157,0.1,0.0316
3352,1104.5332,15430,3.5,174,0.1,0.0716
3353,1104.5791,26237,3.1,155,0.1,0.0421
3354,1104.6935,19506,5.2,261,0.2,0.0566
3355,1105.5073,26248,3.4,173,0.1,0.0421
3356,1105.5502,20999,3.5,175,0.1,0.0526
3357,1105.6305,34999,3.3,165,0.1,0.0316
3358,1105.6781,35000,3.3,167,0.1,0.0316
3359,1106.5112,24947,3.2,161,0.1,0.0444
3360,1106.5531,19098,3.1,155,0.1,0.0579
3361,1106.5999,23343,2.8,141,0.1,0.0474
3362,1106.6329,21009,2.6,131,0.1,0.0527
3363,1107.4816,52542,3.1,159,0.1,0.0211
3364,1107.5112,35029,3.2,162,0.1,0.0316
3365,1107.5646,18404,4.9,246,0.2,0.0602
3366,1107.6324,17515,4.2,211,0.2,0.0632
3367,1107.6789,19379,4.7,237,0.2,0.0572
3368,1108.4601,22553,2.9,147,0.1,0.0491
3369,1108.4966,22179,3,153,0.1,0.05
3370,1108.5679,20087,3.9,199,0.2,0.0552
3371,1108.6307,17521,3.5,177,0.1,0.0633
3372,1108.6825,20443,3.4,173,0.1,0.0542
3373,1109.4705,17188,3.3,167,0.1,0.0645
3374,1109.5089,23578,3.2,165,0.1,0.0471
3375,1109.6411,21646,7.9,405,0.3,0.0513
3376,1109.7377,20025,3.4,176,0.1,0.0554
3377,1110.4839,21045,3,152,0.1,0.0528
